id,name,latitude,longitude
3772,Devoe St & Morgan Ave,40.713811,-73.93515
3909,Madison St & Woodward Ave,40.70408,-73.90408
284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103
3044,Albany Ave & Fulton St,40.6800105,-73.938475
3195,Sip Ave,40.73089709786179,-74.06391263008118
3283,W 89 St & Columbus Ave,40.7882213,-73.97041561
3744,1 Ave & E 5 St,40.725864,-73.986389
408,Market St & Cherry St,40.71076228,-73.99400398
440,E 45 St & 3 Ave,40.75255434,-73.97282625
520,W 52 St & 5 Ave,40.75992262,-73.97648516
248,Laight St & Hudson St,40.72185379,-74.00771779
3128,21 St & 43 Ave,40.75052534,-73.94594845
3161,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719
3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068
327,Vesey Pl & River Terrace,40.7153379,-74.01658354
3307,West End Ave & W 94 St,40.7941654,-73.974124
3707,Lexington Ave & E 26 St,40.741459,-73.983293
3837,Broadway & Kosciuszko St,40.69329,-73.92852
3867,Somers St & Broadway,40.67945,-73.90474
484,W 44 St & 5 Ave,40.75500254,-73.98014437
320,Leonard St & Church St,40.717571,-74.005549
3347,Van Brunt St & Wolcott St,40.6773429,-74.01275056
3350,W 100 St & Broadway,40.7973721,-73.97041192
3618,27 St & Hunter St,40.7485,-73.941275
3619,Newtown Ave & 23 St,40.7713615,-73.9246145
3724,7 Ave & Central Park South,40.7667405590595,-73.9790689945221
3852,Stewart Ave & Johnson Ave,40.70869,-73.92587
3372,E 74 St & 1 Ave,40.7689738,-73.95482273
3393,Richards St & Delavan St,40.6794327,-74.00785041
3558,Bergen St & Vanderbilt Ave,40.6794388,-73.9680438
503,E 20 St & Park Ave,40.73827428,-73.98751968
3068,Humboldt St & Varet St,40.7031724,-73.940636
3196,Riverview Park,40.7443187,-74.0439909
3296,E 93 St & 2 Ave,40.782454175279874,-73.9489196240902
3389,Carroll St & Columbia St,40.6830456,-74.00348559
3811,27 Ave & 3 St,40.77485,-73.9342
3855,Frost St & Debevoise Ave,40.71882,-73.93948
401,Allen St & Rivington St,40.72019576,-73.98997825
421,Clermont Ave & Park Ave,40.69573398,-73.97129668
3117,Franklin St & Dupont St,40.73564,-73.95866
3172,W 74 St & Columbus Ave,40.7785669,-73.97754961
3676,Van Brunt St & Van Dyke St,40.6758329439129,-74.01472628116608
3285,W 87 St & Amsterdam Ave,40.78839,-73.9747
3340,Wolcott St & Dwight St,40.6753274,-74.0100698
3892,38 Ave & 29 St,40.75473,-73.93367
3125,45 Rd & 11 St,40.74708586,-73.94977234
3243,E 58 St & 1 Ave,40.75892386377695,-73.96226227283478
3309,E 97 St & 3 Ave,40.7859201,-73.94860294
3523,24 Ave & 29 St,40.7729,-73.916142
359,E 47 St & Park Ave,40.75510267,-73.97498696
3876,Forest Ave & Summerfield St,40.69922,-73.89795
481,S 3 St & Bedford Ave,40.71260486,-73.96264403
523,W 38 St & 8 Ave,40.75466591,-73.99138152
3134,3 Ave & E 62 St,40.76312584,-73.96526895
3221,47 Ave & 31 St,40.743,-73.93561
3338,2 Ave & E 99 St,40.7862586,-73.94552579
476,E 31 St & 3 Ave,40.74394314,-73.97966069
174,E 25 St & 1 Ave,40.7381765,-73.97738662
3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394
3282,5 Ave & E 88 St,40.78307,-73.95939
3674,Jay St & York St,40.701403172577244,-73.98672670125961
3789,Fulton St & Irving Pl,40.68186,-73.959432
168,W 18 St & 6 Ave,40.73971301,-73.99456405
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198
302,Avenue D & E 3 St,40.72082834,-73.97793172
3321,Clinton St & Union St,40.6831164,-73.99785267
3595,35 St & Broadway,40.760339,-73.9222427
453,W 22 St & 8 Ave,40.74475148,-73.99915362
502,Henry St & Grand St,40.714211,-73.981095
224,Spruce St & Nassau St,40.71146364,-74.00552427
3092,Berry St & N 8 St,40.7190095,-73.95852515
3213,Van Vorst Park,40.71848892,-74.047726625
3549,Grand Ave & Bergen St,40.678045,-73.962408
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854
505,6 Ave & W 33 St,40.749,-73.989
2009,Catherine St & Monroe St,40.71117444,-73.99682619
3002,South End Ave & Liberty St,40.711512,-74.015756
3052,Lewis Ave & Madison St,40.686312,-73.935775
3333,Columbia St & Lorraine St,40.6747055,-74.0075572
3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879
3534,Frederick Douglass Blvd & W 117 St,40.805159,-73.954692
3790,Henry St & Middagh St,40.7003,-73.991581
477,W 41 St & 8 Ave,40.755,-73.989
496,E 16 St & 5 Ave,40.73726186,-73.99238967
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682
3112,Milton St & Franklin St,40.72906,-73.95779
3139,E 72 St & Park Ave,40.77118287540658,-73.96409422159195
3693,N 11 St & Kent Ave,40.72248188638219,-73.95921930670738
3737,Stanton St & Norfolk St,40.720747,-73.986274
493,W 45 St & 6 Ave,40.7568001,-73.98291153
3712,W 35 St & Dyer Ave,40.754691750226016,-73.99740189313889
3760,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153
3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082
3609,Vernon Blvd & 31 Ave,40.7692475,-73.9354504
3640,Journal Square,40.73367,-74.0625
3351,E 102 St & 1 Ave,40.7869946,-73.94164802
3437,Riverside Dr & W 91 St,40.79313480986663,-73.97700369358063
3511,Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423
3774,Knickerbocker Ave & George St,40.704425,-73.92836
3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977
3329,Degraw St & Smith St,40.6829151,-73.99318208
3336,E 97 St & Madison Ave,40.787801,-73.953559
3536,W 116 St & Broadway,40.8082,-73.9641
120,Lexington Ave & Classon Ave,40.68676793,-73.95928168
3305,E 91 St & 2 Ave,40.782,-73.950
3864,Central Ave & Covert St,40.68929,-73.90951
492,W 33 St & 7 Ave,40.75019995,-73.99093085
3042,Fulton St & Utica Ave,40.6794268,-73.9298911
326,E 11 St & 1 Ave,40.72953837,-73.98426726
3377,Carroll St & Bond St,40.6786115,-73.99037292
3721,31 St & Newtown Ave,40.7675487799971,-73.9209334552288
268,Howard St & Centre St,40.71910537,-73.99973337
3233,E 48 St & 5 Ave,40.75724567911726,-73.97805914282799
3355,E 66 St & Madison Ave,40.76800889305947,-73.96845281124115
3369,E 82 St & East End Ave,40.7724607,-73.9468208
3590,Carroll St & Franklin Ave,40.6679411,-73.9588
3610,Vernon Blvd & 30 Rd,40.770845,-73.934171
3115,India St & Manhattan Ave,40.73232194,-73.9550858
3518,Lenox Ave & W 126 St,40.808442,-73.9452087
3868,Knickerbocker Ave & Halsey St,40.693,-73.90824
2006,Central Park S & 6 Ave,40.76590936,-73.97634151
3186,Grove St PATH,40.71958611647166,-74.04311746358871
3566,Crescent St & 35 Ave,40.7596276,-73.9321455
3576,Park Pl & Vanderbilt Ave,40.6767,-73.969024
3882,Norman St & Wyckoff Ave,40.69517,-73.90311
164,E 47 St & 2 Ave,40.75323098,-73.97032517
3151,E 81 St & York Ave,40.7728384,-73.94989233
3170,W 84 St & Columbus Ave,40.78499979,-73.97283406
455,1 Ave & E 44 St,40.75001986,-73.96905301
3343,W 107 St & Columbus Ave,40.7997568,-73.9621128676
3699,W 50 St & 9 Ave,40.763604677958625,-73.98917958140373
328,Watts St & Greenwich St,40.72405549,-74.00965965
486,Broadway & W 29 St,40.7462009,-73.98855723
501,FDR Drive & E 35 St,40.744219,-73.97121214
228,E 48 St & 3 Ave,40.7546011026,-73.971878855
3160,Central Park West & W 76 St,40.77896784,-73.97374737
3182,Yankee Ferry Terminal,40.686931,-74.016966
3560,28 St & 38 Ave,40.754876,-73.934326
525,W 34 St & 11 Ave,40.75594159,-74.0021163
3788,E 12 St & 4 Av,40.73269,-73.98974
3871,Bushwick Ave & Furman Ave,40.68281,-73.90623
3903,Jefferson Ave & Evergreen Ave,40.68989,-73.91458
257,Lispenard St & Broadway,40.71939226,-74.00247214
3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037
3049,Cambridge Pl & Gates Ave,40.68488,-73.96304
3348,Coffey St & Conover St,40.677236,-74.015665
3503,Madison Ave & E 120 St,40.80295,-73.942954
3758,George St & Wilson Ave,40.702997,-73.92997
385,E 55 St & 2 Ave,40.75797322,-73.96603308
517,Pershing Square South,40.751581,-73.97791
3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094
3159,W 67 St & Broadway,40.77492513,-73.98266566
3183,Exchange Place,40.7162469,-74.0334588
3301,Columbus Ave & W 95 St,40.7919557,-73.968087
3865,Knickerbocker Ave & Cooper St,40.69081,-73.90448
341,Stanton St & Mangin St,40.71782143,-73.97628939
3415,Prospect Pl & 6 Ave,40.6793307,-73.97519523
3718,E 11 St & Avenue B,40.72746420692392,-73.97950418293476
3202,Newport PATH,40.7272235,-74.0337589
3366,West End Ave & W 107 St,40.8021174,-73.9681805305
3420,Douglass St & 3 Ave,40.6802133,-73.98432695
3579,Sterling Pl & Bedford Ave,40.672695,-73.954131
3757,Stagg St & Morgan Ave,40.710681,-73.93372
3295,Central Park W & W 96 St,40.79127,-73.964839
3409,Bergen St & Smith St,40.6867443,-73.99063168
3563,28 St & 36 Ave,40.757186,-73.932719
3778,Irving Ave & DeKalb Ave,40.7027,-73.92095
3816,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323
3877,Madison St & Forest Ave,40.70555,-73.90245
344,Monroe St & Bedford Ave,40.6851443,-73.95380904
3535,Mt Morris Park W & W 120 St,40.804038,-73.945925
3910,Greene Ave & Grandview Ave,40.709697,-73.907856
229,Great Jones St,40.72743423,-73.99379025
244,Willoughby Ave & Hall St,40.69196035,-73.96536851
3599,Franklin Ave & Empire Blvd,40.66314,-73.9605695
3639,Harborside,40.7192517,-74.034234
3850,Jefferson St & Cypress Ave,40.70907,-73.92157
3330,Henry St & Bay St,40.6725058,-74.00494695
3469,India St & West St,40.73181401720966,-73.95995020866394
3540,Morningside Ave & W 123 St,40.81,-73.9551508
3585,Union St & Bedford Ave,40.6691783,-73.9554162
3603,31 Ave & 30 St,40.7647,-73.9240312
3608,5 St & 51 Ave,40.7423737,-73.9566
3278,Monmouth and 6th,40.72568548362901,-74.04879033565521
418,Front St & Gold St,40.70224,-73.982578
335,Washington Pl & Broadway,40.728,-73.995
3459,E 53 St & 3 Ave,40.75763227739443,-73.96930575370789
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558
3739,Perry St & Greenwich Ave,40.735918,-74.000939
3246,Montague St & Clinton St,40.694281141397326,-73.99230033159256
347,Greenwich St & W Houston St,40.728846,-74.008591
3689,W 104 St & Amsterdam Ave,40.799041392882984,-73.96649479866028
464,E 56 St & 3 Ave,40.75934501,-73.96759673
128,MacDougal St & Prince St,40.72710258,-74.00297088
280,E 10 St & 5 Ave,40.73331967,-73.99510132
3323,W 106 St & Central Park West,40.7981856,-73.9605909006
3623,W 120 St & Claremont Ave,40.8109494,-73.9634
3828,Eldert St & Bushwick Ave,40.68652,-73.91321
3896,Madison St & Seneca Ave,40.70183,-73.90625
439,E 4 St & 2 Ave,40.7262807,-73.98978041
533,Broadway & W 38 St,40.75299641,-73.98721619
3047,Halsey St & Tompkins Ave,40.6823687,-73.944118
3157,East End Ave & E 86 St,40.77518615,-73.94446054
3287,W 87 St & West End Ave,40.789622,-73.97757
3780,Wyckoff Av & Stanhope St,40.703545,-73.917775
530,11 Ave & W 59 St,40.77149671054441,-73.99046033620834
474,5 Ave & E 29 St,40.7451677,-73.98683077
238,Bank St & Washington St,40.7361967,-74.00859207
3069,Lorimer St & Broadway,40.70411791,-73.94818595
319,Fulton St & Broadway,40.711066,-74.009447
3659,W 17 St & 9 Ave,40.74294891660091,-74.00413691997528
3746,6 Ave & Broome St,40.724308321602166,-74.00473035871983
456,E 53 St & Madison Ave,40.7597108,-73.97402311
491,E 24 St & Park Ave S,40.74096374,-73.98602213
3370,E 78 St & 2 Ave,40.7727966,-73.95577801
3390,E 109 St & 3 Ave,40.79329668,-73.9432083
3453,Devoe St & Lorimer St,40.71335226222875,-73.9491033554077
349,Rivington St & Ridge St,40.71850211,-73.98329859
403,E 2 St & 2 Ave,40.72502876,-73.99069656
3568,34 St & 35 Ave,40.7569332,-73.9262231
3177,W 84 St & Broadway,40.7867947,-73.977112
436,Hancock St & Bedford Ave,40.68216564,-73.95399026
3081,Graham Ave & Grand St,40.711863,-73.944024
3164,Columbus Ave & W 72 St,40.7770575,-73.97898475
3791,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607
3881,12 Ave & W 125 St,40.818299,-73.960405
507,E 25 St & 2 Ave,40.73912601,-73.97973776
545,E 23 St & 1 Ave,40.737,-73.977
167,E 39 St & 3 Ave,40.7489006,-73.97604882
3082,Hope St & Union Ave,40.71167351,-73.95141312
